606 2 1 6
    0.0000    0.0000    0.0000  200.0000
 2000.0000    0.0000 2000.0000  200.0000
    0.0000    0.0000 2000.0000    0.0000
    0.0000  200.0000    0.0000  500.0000
 2000.0000  200.0000 2000.0000  500.0000
    0.0000  500.0000 2000.0000  500.0000
   -4.3637  -84.3415   43.9135  151.4532
   40.7455  -43.0757   86.5241  186.6787
   64.1207   39.4527  103.8697  283.1979
   59.7658   72.9400  101.9408  311.0493
   72.8534  167.2058  121.4678  413.4165
   31.4647   85.8159   74.9630  322.0480
    5.5407  255.2931   51.3749  492.5616
   68.9697  265.3843  107.2215  500.6219
   46.3143  377.3119   91.1571  614.1732
   44.3064  372.7759   92.6743  609.6009
  107.4828  -71.1427  154.0703  160.6390
   88.5561  -70.2834  136.6842  169.4714
  101.1568   40.5787  145.3420  276.4360
  133.0651   39.1777  177.5425  276.8243
  150.3503  145.2115  199.3613  380.6964
  137.7297  106.9920  189.0115  337.7840
  108.8134  241.8686  160.2442  477.9475
   84.0066  223.6410  124.1745  459.2386
  151.3460  313.0198  194.9461  552.7208
  107.4763  361.9431  150.3371  593.3657
  259.2494  -86.1777  306.3945  152.5398
  246.8696 -106.3111  293.0855  130.5640
  262.7258    2.4502  309.8301  238.3002
  239.0663   67.7828  285.4774  299.7503
  204.9502   99.7119  246.8828  330.5643
  217.5234  177.2200  268.0277  409.8660
  209.5042  254.5298  255.7638  491.4883
  180.9898  259.0913  220.0930  497.7219
  189.8431  288.7348  236.5237  521.5771
  231.3360  337.6736  274.7499  581.4546
  295.3269  -55.6555  338.6711  177.7234
  341.7001 -114.7979  390.2611  122.0706
  290.7709   48.4749  331.1976  286.5812
  315.7027   37.1189  361.5242  269.5569
  303.8929  149.7061  348.2482  380.3557
  342.5750  135.3474  386.0922  368.4594
  344.8624  199.8860  390.8357  430.7197
  294.1157  216.9343  342.1528  451.4050
  325.2420  364.7194  375.5510  601.2380
  352.2170  375.9231  395.7228  610.7605
  454.3159  -41.3091  497.7009  196.5487
  432.6207 -101.3246  475.1985  131.0227
  417.1717    8.7669  465.5266  240.6890
  458.6806   33.1131  504.0716  283.5400
  384.9442  149.3190  429.9227  378.9626
  466.3387  158.2970  513.6585  395.2593
  476.1730  230.9023  513.9813  462.4248
  441.9420  203.6546  482.6159  434.5892
  437.8641  370.1685  483.5658  603.0915
  446.1791  340.2299  489.2672  579.1576
  553.4417  -36.8495  600.8497  214.4665
  575.2013  -99.4919  618.1283  130.5903
  505.8178   75.7818  548.8343  313.7358
  502.7926   76.2928  546.0700  306.3679
  577.8492   84.9941  621.9445  322.1464
  483.0062  157.8608  527.0374  395.6329
  494.8462  241.5984  543.0044  476.7420
  509.5497  248.7317  551.9455  487.3852
  499.5323  358.5433  543.4154  593.4504
  501.0231  309.2191  549.0691  542.0777
  660.4418  -64.9133  703.7517  166.4968
  645.0680  -85.0393  685.8686  149.9008
  663.1923   37.5941  713.1206  279.0125
  579.7079   33.2065  627.9527  269.8838
  606.3708  124.8960  655.3403  361.9426
  632.0765  124.8495  675.9141  356.5549
